id,sex,IQR,Q25,Q75,cent,dfrange,ent,fpeak,kurt,maxdom,maxfun,meandom,meanfr,meanfun,median,mindom,minfun,mode,modindx,sfm,skew,std
1341,1,2.5,0.21875,2.71875,1.7392789416574685,7.96875,0.8494535655930548,0.125,20.964763920519648,7.96875,5.333333333333333,0.363125,1.7392789416574685,2.4025378830396638,0.53125,0.0,0.06557377049180327,0.125,15.372549019607844,0.5530522803491233,4.18282819535857,2.2469372152921236
5649,0,2.375,0.25,2.625,1.5607384822449355,7.96875,0.8206764969813374,0.1875,45.62509537192161,7.96875,5.333333333333333,0.8051394628099173,1.5607384822449355,3.603550871498074,0.53125,0.0,0.0855614973262032,0.1875,11.992156862745098,0.47045224685390796,6.119499566478228,1.903133025179326
2405,1,1.34375,0.4375,1.78125,1.422370723757391,2.3125,0.8022467465452574,0.1875,21.196554212115807,2.3125,5.333333333333333,0.4421502976190476,1.422370723757391,1.6468013595117614,0.59375,0.0,0.06299212598425197,0.40625,7.824324324324325,0.3847669496677579,4.216683097218019,1.7008053655555622
5837,0,1.03125,0.375,1.40625,1.305159396442659,4.6875,0.8142721756737435,0.1875,13.729302794585193,4.6875,5.333333333333333,0.5279367469879518,1.305159396442659,0.7362395321780432,0.71875,0.0,0.07305936073059362,0.34375,16.0,0.3676074218696893,3.231960179712589,1.5790422756989797
4915,1,2.25,0.28125,2.53125,1.562951108557724,5.625,0.8401019009091096,0.125,16.608102088694128,5.625,5.333333333333333,0.798219584569733,1.562951108557724,2.5267010069992266,0.5625,0.0,0.06986899563318778,0.125,21.544444444444444,0.500421138919363,3.754236216303576,1.9354305971260868
4196,1,2.46875,0.5625,3.03125,1.9945160270887283,4.125,0.9154183917103277,0.15625,7.288501110659372,4.125,5.333333333333333,0.6349366359447005,1.9945160270887283,1.3141677065579636,1.53125,0.0,0.06324110671936758,0.4375,40.13636363636363,0.5938703589727072,2.017102059382158,1.7919598752915002
6609,1,1.6875,0.34375,2.03125,1.3368205998299874,7.96875,0.8273879677662141,0.21875,14.498882910318347,7.96875,5.333333333333333,0.41384139150943394,1.3368205998299874,1.6727150488393103,0.65625,0.0,0.06374501992031872,0.21875,12.392156862745098,0.35509330980106796,3.3487499714041418,1.500873144673317
5375,0,2.03125,0.4375,2.46875,1.7138368568283762,7.6875,0.8752691068563924,0.21875,18.22432878414037,7.6875,5.333333333333333,0.49134036144578314,1.7138368568283762,0.4573512400884244,0.96875,0.0,0.064,0.21875,17.195121951219512,0.5380673407964767,3.623320805711429,1.839500480047969
6030,0,0.75,0.28125,1.03125,1.1216166384900095,4.28125,0.7603293969011408,0.1875,25.91560993004074,4.28125,5.333333333333333,0.36040976821192056,1.1216166384900095,0.9504990526513306,0.46875,0.0,0.07655502392344497,0.1875,21.525547445255473,0.33595497875330926,4.602501254810523,1.6039544563550499
568,1,2.40625,0.0625,2.46875,1.5332410932545852,5.1875,0.8066489933287668,0.125,153.1670627895339,5.1875,5.333333333333333,0.06577034883720931,1.5332410932545852,2.262207241644986,0.6875,0.0,0.06324110671936758,0.0,8.337349397590362,0.491517889070418,11.720659936554712,1.9018606746052067
3172,0,2.8125,0.46875,3.28125,1.980526185572394,7.6875,0.8763749700968991,0.25,26.063183268156557,7.6875,5.333333333333333,0.9503560126582279,1.980526185572394,1.1400212712774722,0.90625,0.0,0.06299212598425197,0.25,28.898373983739837,0.6007902751130855,4.621448796982944,2.063433266498531
128,1,0.96875,0.25,1.21875,1.0204823854250404,3.5,0.7732375033963846,0.125,20.301465722290327,3.5,5.333333333333333,0.33554759704251386,1.0204823854250404,2.3083423633269375,0.46875,0.0,0.0653061224489796,0.125,22.910714285714285,0.2985451769216551,4.083536561339377,1.4053143820470617
1291,0,1.3125,0.4375,1.75,1.3642499249783255,1.96875,0.82956857254753,0.28125,9.783102663214772,1.96875,5.333333333333333,0.4788763066202091,1.3642499249783255,0.9572105460507541,0.8125,0.0,0.06451612903225806,0.28125,20.26984126984127,0.36838596225249637,2.7024445508382318,1.521819784820736
104,0,2.1875,0.625,2.8125,1.9936124423639012,7.96875,0.9093684829037375,0.25,8.510701547230825,7.96875,5.333333333333333,0.7698754789272031,1.9936124423639012,0.525918598819632,1.25,0.0,0.06779661016949153,0.25,14.054901960784314,0.613592646091689,2.339822216498369,1.9467559451863812
8664,0,2.53125,0.78125,3.3125,2.3110563855139077,7.96875,0.9407479540538966,0.15625,5.575753983831404,7.96875,5.333333333333333,1.3270530145530146,2.3110563855139077,0.9970539179776606,1.875,0.0,0.06274509803921569,0.28125,45.49411764705882,0.6989744194225047,1.528177351565747,1.8850956419467004
1924,1,1.125,0.25,1.375,1.1376424706305182,7.96875,0.7848617244329203,0.125,31.24644392662685,7.96875,5.333333333333333,0.4104275173611111,1.1376424706305182,2.0379235269057583,0.46875,0.0,0.06451612903225806,0.21875,15.592156862745098,0.331747988697484,4.988308644928259,1.5053191166150024
6610,0,2.96875,0.65625,3.625,2.481035841659292,7.96875,0.9454399073060478,0.25,11.385474826006952,7.96875,5.333333333333333,1.3334059233449478,2.481035841659292,0.7021939702576592,1.9375,0.0,0.06274509803921569,0.25,47.76862745098039,0.7532200198728307,2.5510577655437854,2.1905388575400835
2133,1,4.1875,0.40625,4.59375,2.518287571317843,7.59375,0.9037748907804498,0.09375,15.683076606160117,7.59375,5.333333333333333,1.3123070987654322,2.518287571317843,3.1396214317024898,1.1875,0.0,0.07766990291262135,0.375,14.736625514403292,0.667388386582296,3.575508164929656,2.479920943538411
2735,0,1.75,0.625,2.375,1.7246428560185625,5.71875,0.8822084878567178,0.21875,7.5962713852282056,5.71875,5.333333333333333,0.8223958333333333,1.7246428560185625,0.48103586212000815,1.1875,0.0,0.06425702811244981,0.59375,10.153005464480874,0.4769562249000505,2.172780467360423,1.614394659034298
3885,0,0.8125,0.40625,1.21875,1.2948888847747269,3.96875,0.7696035700203312,0.3125,31.59047219778426,3.96875,5.333333333333333,0.3729800380228137,1.2948888847747269,0.5864332159571235,0.625,0.0,0.09523809523809525,0.5625,10.188976377952756,0.36435000239436705,5.049683432016285,1.6593338299306244
4379,1,1.4375,0.34375,1.78125,1.238345779665178,5.3125,0.7956282824113724,0.15625,17.8330486871831,5.3125,5.333333333333333,0.6390086206896551,1.238345779665178,1.9518303586292556,0.5625,0.0,0.06451612903225806,0.3125,23.511764705882353,0.33092894887398644,3.7854522785409075,1.5101286752596499
5136,0,1.9375,0.5,2.4375,1.5892604094982783,7.59375,0.8294379230828158,0.1875,28.54911455424522,7.59375,5.333333333333333,0.6652336860670194,1.5892604094982783,1.259871720202106,0.65625,0.0,0.06274509803921569,0.53125,23.213991769547324,0.45636182701131006,4.821371646614162,1.727375114678327
7942,1,1.4375,0.21875,1.65625,1.3065330146802536,7.65625,0.7853731224578729,0.15625,46.183615760037384,7.65625,5.333333333333333,0.44793713163064836,1.3065330146802536,1.5020243946709833,0.46875,0.0,0.06557377049180327,0.15625,16.285714285714285,0.4117013406186094,5.990357273359536,1.7808620729454865
277,0,2.21875,0.6875,2.90625,2.1327118959389666,7.96875,0.914627648770782,0.25,7.207818151712592,7.96875,5.333333333333333,1.191681338028169,2.1327118959389666,0.6055524211571209,1.4375,0.0,0.06274509803921569,0.5,27.270588235294117,0.6348653136622978,2.156658744925475,1.9742423548812125
4659,1,0.75,0.21875,0.96875,0.9074455783863085,7.9375,0.7440997734654554,0.125,31.529732238164055,7.9375,5.333333333333333,0.24520631067961166,0.9074455783863085,2.420950698186892,0.4375,0.0,0.07692307692307691,0.125,7.996062992125984,0.24866310156177324,4.846514053288981,1.3758025335712447
2712,0,2.6875,0.71875,3.40625,2.305781819337291,6.90625,0.9357106614221037,0.25,10.988600968847578,6.90625,5.333333333333333,1.021669708029197,2.305781819337291,0.7203780403029094,1.78125,0.0,0.06324110671936758,0.25,33.46606334841629,0.7027998178434394,2.5465861120775397,1.9478922007050699
5980,0,4.1875,0.375,4.5625,2.3286074514570907,7.96875,0.8721919007069586,0.25,28.67446770050095,7.96875,5.333333333333333,1.4759513742071881,2.3286074514570907,1.520885506822213,0.90625,0.0,0.06274509803921569,0.25,42.72549019607843,0.5863365311869851,4.789986030540909,2.530421383273729
8671,1,4.0,0.5625,4.5625,2.814912121534104,6.125,0.9422093539519025,0.125,20.422950085243443,6.125,5.333333333333333,1.2427083333333333,2.814912121534104,3.7422406865067708,3.0,0.0,0.06374501992031872,0.21875,16.147959183673468,0.7340433950821901,3.7299543923560505,2.1273216593111135
2090,0,1.5625,0.4375,2.0,1.5160506308910444,5.03125,0.834172896912346,0.1875,20.455455095728496,5.03125,5.333333333333333,0.6815625,1.5160506308910444,1.7470146492693892,0.78125,0.0,0.06896551724137932,0.40625,12.285714285714286,0.4199534156528534,4.042420411893421,1.6753106312284631
8302,0,2.53125,0.46875,3.0,1.9147524352194907,7.96875,0.8831664776019623,0.21875,13.827261972329298,7.96875,5.333333333333333,0.6857686980609419,1.9147524352194907,0.9100084556686049,0.90625,0.0,0.0653061224489796,0.21875,16.737254901960785,0.5952831993433538,3.2097201822850563,2.0594389114121587
876,0,0.96875,0.28125,1.25,1.1196356748298406,1.125,0.7761730826263142,0.21875,39.51118791592627,1.125,5.333333333333333,0.31173312883435583,1.1196356748298406,2.2045491007592637,0.59375,0.0,0.06299212598425197,0.21875,16.166666666666668,0.29086229198071123,5.474958831299223,1.4066297248581092
6660,0,1.46875,0.40625,1.875,1.399885249362249,4.0,0.8177822944974212,0.21875,20.777614395281756,4.0,5.333333333333333,0.40851151315789475,1.399885249362249,0.9621597886054442,0.625,0.0,0.06666666666666667,0.21875,16.515625,0.41692598746736503,4.088771852626451,1.6716308907103017
5826,1,3.125,0.46875,3.59375,2.10875639342753,6.6875,0.9190775589323108,0.0625,21.868722820498437,6.6875,5.333333333333333,0.7121559633027523,2.10875639342753,2.894810542893263,1.40625,0.0,0.06324110671936758,0.0625,21.897196261682243,0.6517122562381769,3.666569569659307,2.005105785944287
4402,1,1.0625,0.1875,1.25,1.0968231790133087,5.03125,0.7717739040356596,0.125,36.51593364671161,5.03125,5.333333333333333,0.18452380952380953,1.0968231790133087,2.3759428281533914,0.40625,0.0,0.07441860465116279,0.125,7.701863354037267,0.34608303320624545,5.341426075215932,1.609525668850323
6411,0,0.59375,0.28125,0.875,1.011585493958152,4.28125,0.7417429791201542,0.1875,20.374901104427888,4.28125,5.333333333333333,0.4412240932642487,1.011585493958152,1.4042597823542096,0.5625,0.0,0.06956521739130435,0.1875,8.357664233576642,0.2628839914990962,3.8934708731068484,1.4780725100868068
7749,1,1.625,0.4375,2.0625,1.5535062989859258,7.96875,0.830381899459192,0.21875,12.51082379890165,7.96875,5.333333333333333,0.7106770833333333,1.5535062989859258,1.5412021944186927,0.6875,0.0,0.06611570247933883,0.59375,16.686274509803923,0.45842245799515663,3.244931128514952,1.8529626343156054
7346,1,2.1875,0.25,2.4375,1.5572472593028195,7.84375,0.8398298488050832,0.15625,30.69252622492722,7.84375,5.333333333333333,0.750249335106383,1.5572472593028195,2.6660735534662146,0.59375,0.0,0.06694560669456066,0.15625,19.51394422310757,0.4860864511534452,4.915982180029137,1.8685883997516288
7769,1,1.21875,0.1875,1.40625,1.0393554807949967,3.875,0.7828737459730074,0.125,94.28414232872915,3.875,5.333333333333333,0.17210734200743494,1.0393554807949967,1.2635348891635436,0.5625,0.0,0.06324110671936758,0.0,14.96774193548387,0.2606168219699957,8.365718409164186,1.3389420238602154
5405,0,3.59375,0.5625,4.15625,2.472132395550772,7.8125,0.930750691971019,0.1875,19.255063725342254,7.8125,5.333333333333333,0.9828345070422535,2.472132395550772,1.1363554097222457,2.0,0.0,0.07407407407407407,0.1875,12.272,0.696943644189123,3.60882508821008,2.0810792607494664
5379,1,2.40625,0.34375,2.75,1.625368461927345,7.96875,0.8626755653490453,0.1875,20.920654884989638,7.96875,5.333333333333333,0.7931597807757167,1.625368461927345,2.328241778858225,0.9375,0.0,0.06896551724137932,0.1875,33.3921568627451,0.4652740625689515,3.909354724594934,1.6970056793589496
92,0,2.40625,0.28125,2.6875,1.6886560967966262,7.875,0.8308970004356742,0.21875,63.972017948178,7.875,5.333333333333333,0.7166916167664671,1.6886560967966262,1.5704293815646544,0.71875,0.0,0.06694560669456066,0.21875,8.178571428571429,0.527159175840355,7.333048964151263,2.0063393910560774
5038,1,2.875,0.46875,3.34375,1.944678440543906,7.5,0.8678051452633596,0.4375,15.272824613408316,7.5,5.333333333333333,0.8673713235294118,1.944678440543906,2.0346746345485025,0.75,0.0,0.06666666666666667,0.4375,13.541666666666666,0.5552877614447805,3.570378263941893,2.0295831978920584
5933,1,3.15625,0.625,3.78125,2.352354053380458,7.96875,0.9367240906922354,0.21875,6.507456721197148,7.96875,5.333333333333333,1.383955223880597,2.352354053380458,1.5927935325851572,1.9375,0.0,0.06274509803921569,0.46875,23.63921568627451,0.682157324124155,1.8670301556065547,1.9457939904796244
1726,0,0.75,0.34375,1.09375,1.0386028597550472,1.34375,0.7467111806004371,0.21875,20.816735685570904,1.34375,5.333333333333333,0.34423076923076923,1.0386028597550472,0.4045920496503608,0.5,0.0,0.09090909090909091,0.21875,17.74418604651163,0.2758701607812692,4.1937341091228575,1.374970898023076
4422,0,2.75,0.40625,3.15625,1.906567616323086,7.875,0.8933816821719393,0.1875,13.47535223725605,7.875,5.333333333333333,0.8352336711711712,1.906567616323086,1.232056469435185,0.90625,0.0,0.06779661016949153,0.1875,25.38888888888889,0.611979099686371,3.113670428640599,2.0884628356199806
8012,0,1.9375,0.46875,2.40625,1.7646286520940233,7.96875,0.8678348244963301,0.21875,15.953454482836944,7.96875,5.333333333333333,0.6882193094629157,1.7646286520940233,0.7234916865823741,0.875,0.0,0.06274509803921569,0.21875,20.619607843137256,0.5428535041378824,3.461347306196451,1.9490759968932414
7199,0,2.375,0.4375,2.8125,1.8233540437711424,7.96875,0.8784663465245507,0.1875,11.375577999741251,7.96875,5.333333333333333,0.8241223908918406,1.8233540437711424,1.9269584309009302,0.84375,0.0,0.06324110671936758,0.1875,24.945098039215686,0.5608984296335341,2.951901702997579,1.9917306314738643
111,0,1.0,0.375,1.375,1.1457311768887513,3.03125,0.8032646979234296,0.25,25.22866363235588,3.03125,5.333333333333333,0.5333658854166666,1.1457311768887513,0.5057218605979192,0.78125,0.0,0.125,0.0,10.711340206185566,0.278758112393741,3.9576667697698236,1.2700243419742787
3681,0,1.0625,0.34375,1.40625,1.3469750611183127,1.3125,0.8106063428422137,0.28125,25.259489087339055,1.3125,5.333333333333333,0.3785299003322259,1.3469750611183127,0.5792183744596221,0.75,0.0,0.06324110671936758,0.28125,25.857142857142858,0.3939187277344023,4.304973837078735,1.670212060288695
4156,0,5.0625,0.65625,5.71875,2.996210499064605,7.96875,0.9351627763844865,0.25,9.529917443679302,7.96875,5.333333333333333,2.0213509316770186,2.996210499064605,0.5852563426834397,1.8125,0.0,0.06324110671936758,0.25,49.90196078431372,0.7183190466269134,2.493050843347933,2.716728537542862
2522,0,0.9375,0.375,1.3125,1.1329349033387182,5.71875,0.7955343603806281,0.21875,11.907388991851334,5.71875,5.333333333333333,0.4230833333333333,1.1329349033387182,0.8758927331265013,0.65625,0.0,0.06896551724137932,0.21875,9.245901639344263,0.28782349393888507,3.07307553679632,1.3232011961067423
5000,0,0.65625,0.28125,0.9375,0.978376316589931,7.15625,0.7318832438737546,0.21875,27.67409566064819,7.15625,5.333333333333333,0.3613505747126437,0.978376316589931,1.2314634331211993,0.5,0.0,0.06274509803921569,0.21875,5.991266375545852,0.24935661980507934,4.72928170442102,1.3367147539903408
2740,1,1.9375,0.28125,2.21875,1.4255386045101994,4.28125,0.8374595567541357,0.125,15.99198231862535,4.28125,5.333333333333333,0.3432459677419355,1.4255386045101994,2.3950257195437796,0.625,0.0,0.064,0.21875,18.635036496350367,0.3903230001227135,3.4872572711646033,1.6472959349670893
6792,1,3.15625,0.28125,3.4375,1.9169525571210768,7.09375,0.877670896558777,0.125,21.514146944886967,7.09375,5.333333333333333,0.9059416118421053,1.9169525571210768,2.5937342618801797,0.78125,0.0,0.06896551724137932,0.125,33.87665198237885,0.5923587531489157,4.16716496793625,2.0874199864063283
2279,1,1.875,0.4375,2.3125,1.507573229775828,4.875,0.8462263233707957,0.125,22.474717784742882,4.875,5.333333333333333,0.5496760259179265,1.507573229775828,1.4123939468737579,1.0625,0.0,0.06722689075630252,0.40625,19.615384615384617,0.3751431276590827,4.018444098778092,1.4473925537371284
228,0,1.21875,0.34375,1.5625,1.3371789116285673,5.15625,0.8122428661878659,0.21875,17.038219295982593,5.15625,5.333333333333333,0.3648972602739726,1.3371789116285673,0.8156759738895998,0.65625,0.0,0.08743169398907104,0.21875,9.787878787878787,0.41525458121454106,3.6992452971630647,1.7218716907152507
8808,1,1.75,0.25,2.0,1.2592525512364352,7.5625,0.8225219734278255,0.125,20.33226257766676,7.5625,5.333333333333333,0.32785714285714285,1.2592525512364352,2.2198318898830482,0.59375,0.0,0.08743169398907104,0.125,4.462809917355372,0.3544521003222535,3.93415576749369,1.5067772790779617
3588,0,1.03125,0.4375,1.46875,1.0890344816906339,4.09375,0.7852962718109116,0.1875,13.645082044760294,4.09375,5.333333333333333,0.49584899749373434,1.0890344816906339,0.9565416755235223,0.6875,0.0,0.07111111111111111,0.1875,12.0,0.1285910851848098,3.2590201192207586,1.0694274066825011
5831,0,1.6875,0.5,2.1875,1.667588226320413,7.96875,0.8170122510240803,0.1875,34.24720181816506,7.96875,5.333333333333333,0.636328125,1.667588226320413,0.7056599578739264,0.625,0.0,0.06477732793522267,0.53125,15.066666666666666,0.4796576772949615,5.302243798424958,1.9729869422931845
8215,1,0.96875,0.28125,1.25,1.1312802963667465,6.625,0.7834384287308547,0.125,22.83474117675319,6.625,5.333333333333333,0.4157303370786517,1.1312802963667465,2.2633751752141795,0.53125,0.0,0.06374501992031872,0.125,20.202830188679247,0.33855203185727095,4.125085701058048,1.550319403391594
7360,0,1.78125,0.46875,2.25,1.4621303434799269,7.90625,0.8255015253789977,0.21875,14.684410894581113,7.90625,5.333333333333333,0.6710379464285714,1.4621303434799269,1.320596306854271,0.71875,0.0,0.0653061224489796,0.40625,4.5810276679841895,0.3695625182938943,3.391841574818413,1.5063654122501975
5350,0,2.78125,0.4375,3.21875,2.0221092583017666,7.96875,0.8893257606050174,0.21875,15.371183630594672,7.96875,5.333333333333333,0.6735733695652174,2.0221092583017666,0.871452147631502,1.0625,0.0,0.06274509803921569,0.21875,19.929411764705883,0.6137489354630251,3.594898258920539,2.074953066213565
7135,0,0.84375,0.3125,1.15625,1.1257836846890585,1.15625,0.7725272567492859,0.25,17.185854953682796,1.15625,5.333333333333333,0.3137090773809524,1.1257836846890585,0.9699053691353546,0.53125,0.0,0.06808510638297872,0.25,31.324324324324323,0.32730792954967863,3.7740422392829287,1.5311497837443278
6794,0,1.09375,0.34375,1.4375,1.2088191361892229,7.96875,0.7779572899945487,0.21875,26.47900335424835,7.96875,5.333333333333333,0.4745396205357143,1.2088191361892229,1.1328355310666864,0.625,0.0,0.06299212598425197,0.21875,11.011764705882353,0.3155769179839433,4.531651537966979,1.5027102439493778
3934,0,1.625,0.375,2.0,1.5077869470327636,7.34375,0.8271717796596876,0.1875,20.18399901698611,7.34375,5.333333333333333,0.7632034132841329,1.5077869470327636,1.5649397216668464,0.59375,0.0,0.06349206349206349,0.1875,29.195744680851064,0.45177677141373335,4.05146082128115,1.80939403088953
1124,0,3.5625,0.71875,4.28125,2.5888195210163616,7.875,0.9548013683907876,0.0625,8.40969885553125,7.875,5.333333333333333,1.2557123655913978,2.5888195210163616,0.8897607526783379,1.9375,0.0,0.06557377049180327,0.0625,27.154761904761905,0.7932099872053839,2.297929036076407,2.185559546026683
4017,1,1.625,0.5,2.125,1.5312774135265828,2.21875,0.8723928897241683,0.0625,10.273492794234297,2.21875,5.333333333333333,0.6875,1.5312774135265828,0.8024592304433338,1.09375,0.0,0.06274509803921569,0.0625,16.225352112676056,0.385456221672945,2.4137113774913437,1.48528757108742
1370,0,4.78125,0.65625,5.4375,3.022885029378727,7.96875,0.9467620766793564,0.1875,11.288330118501065,7.96875,5.333333333333333,1.8331758034026464,3.022885029378727,1.1759631177016423,2.0,0.0,0.06299212598425197,0.1875,52.10980392156863,0.7870955621518134,2.8947072187464955,2.610553746532367
2488,0,2.71875,0.3125,3.03125,1.8755515659418251,1.40625,0.8709561680699617,0.15625,21.473259751929035,1.40625,5.333333333333333,0.33030523255813954,1.8755515659418251,1.051832701040337,0.78125,0.0,0.1095890410958904,0.25,8.155555555555555,0.5851432991314499,4.20833902878482,2.1344771405230416
5682,0,2.5,0.375,2.875,1.8638086213004963,7.96875,0.8700177225744858,0.28125,55.39437189195345,7.96875,5.333333333333333,0.9217741935483871,1.8638086213004963,1.2343791301734128,1.25,0.0,0.06299212598425197,0.28125,10.427450980392157,0.553082036973679,6.625502428615259,1.865049498105701
1696,0,3.03125,0.59375,3.625,2.3782169817399508,7.875,0.9340721227458187,0.1875,16.296389532714333,7.875,5.333333333333333,1.3640950520833333,2.3782169817399508,1.3479455129988254,1.59375,0.0,0.06808510638297872,0.1875,15.53968253968254,0.7351920561277051,3.341752002707825,2.2363385840718975
3433,1,1.0625,0.46875,1.53125,1.2615462856786195,2.09375,0.800108419202385,0.34375,25.542094580235776,2.09375,5.333333333333333,0.40484324758842444,1.2615462856786195,0.784121531866924,0.625,0.0,0.07476635514018691,0.5,22.671641791044777,0.3319148194517218,4.458809698777288,1.414291900649769
5164,0,2.71875,0.5,3.21875,2.044053263326564,6.46875,0.9124269404126244,0.15625,17.73599652765241,6.46875,5.333333333333333,1.0431281887755102,2.044053263326564,1.3919015547236204,1.5625,0.0,0.06274509803921569,0.15625,28.652173913043477,0.5498471046029888,3.378914923951431,1.8723734279445385
7307,1,1.53125,0.46875,2.0,1.4826897360489757,4.03125,0.8457278352707251,0.15625,13.300982517995992,4.03125,5.333333333333333,0.5702233840304183,1.4826897360489757,0.9891355905873145,0.875,0.0,0.06451612903225806,0.53125,18.68217054263566,0.39928085810203046,3.139203082864982,1.5197619982800858
8156,0,1.0625,0.40625,1.46875,1.27187054319733,7.6875,0.8115907268612204,0.1875,14.525040214840025,7.6875,5.333333333333333,0.5233534946236559,1.27187054319733,0.9634684046801149,0.6875,0.0,0.06274509803921569,0.34375,6.434959349593496,0.35300821429963536,3.2943850439295197,1.5606504987694603
6482,1,2.03125,0.59375,2.625,1.9553617770030065,7.96875,0.8961127193357642,0.375,9.284771926058935,7.96875,5.333333333333333,0.9807816537467701,1.9553617770030065,0.9984829698127974,1.71875,0.0,0.06374501992031872,0.59375,28.5921568627451,0.5227467255271426,2.3613974218690115,1.6807147648942269
413,1,2.375,0.59375,2.96875,1.935198817123431,5.59375,0.9090689340336201,0.125,7.844375839497829,5.59375,5.333333333333333,0.7260924068767909,1.935198817123431,1.1888958286742148,1.4375,0.0,0.06374501992031872,0.53125,24.75418994413408,0.5569303182888201,2.1306995269936007,1.6947671685938128
6534,0,1.90625,0.46875,2.375,1.6031360973573983,7.4375,0.8548137931637458,0.15625,15.85021262701483,7.4375,5.333333333333333,0.6680513595166163,1.6031360973573983,1.2574000360388236,0.71875,0.0,0.07017543859649124,0.53125,15.630252100840336,0.49303476297804216,3.5417034972353636,1.7847542279775603
6248,1,1.875,0.25,2.125,1.4253341515238,7.59375,0.8380705402959538,0.125,32.90797516392427,7.59375,5.333333333333333,0.5621488764044944,1.4253341515238,2.470955227332674,0.625,0.0,0.06324110671936758,0.125,25.86008230452675,0.4402615498421174,4.902905332461638,1.714217972102703
644,1,1.46875,0.34375,1.8125,1.392928339285379,7.71875,0.8159725490013736,0.15625,24.46622230669776,7.71875,5.333333333333333,0.7683823529411765,1.392928339285379,1.429933069982108,0.59375,0.0,0.07655502392344497,0.375,4.449392712550607,0.40147061879741236,4.376398295198283,1.774019966048543
4396,0,3.5625,0.40625,3.96875,2.2502281232786103,7.96875,0.9202385469909962,0.1875,11.444411788473781,7.96875,5.333333333333333,0.9337984054669703,2.2502281232786103,1.8732682650014791,1.40625,0.0,0.06299212598425197,0.1875,38.36470588235294,0.6989060383899138,3.013018396288168,2.2341687471156004
3244,0,1.125,0.25,1.375,1.3096616698241863,6.65625,0.7910190159896702,0.21875,44.56946610928147,6.65625,5.333333333333333,0.6867666967509025,1.3096616698241863,1.695816795312587,0.53125,0.0,0.06866952789699571,0.21875,26.727699530516432,0.299908660898238,5.87126074744004,1.7681454778776122
